File Name,Fiscal Year,Stripe Type,Stripe Number,Incident Date,Incident Time,Location / Plant,Department,Section,Incident Type,Injury Description,Employee Type,Vendor Name,Vendor Star Rating,Risk Type,LTI Free Days,Camera Surveillance,What Happened,Preliminary Findings,Recommendations
Red Stripe of Fatal Incident_BSL Angul_17092018.pdf,FY-19,Red Stripe,Not Found,17.09.2018,10:50 AM,Not Found,RMHS,Wagon Tippler,"Fatal Incident of Somanath Kohalahar, Age 21 Yrs., contract employees of M/s K N K",No visible external injury (As per Doctor’s Report at First Aid),Contractor,Not Found,Not Found,Not Found,Not Found,Not Found,": Iron ore Rake No MBMB 25 carrying Iron ore fines was being unloaded at Wagon tippler No1. Mr.Somnath Kohalahar, Coupling Operator, E.Code: K033003 of M/s K N K Traders was engaged in de-coupling of railway Wagon ( BOXNHSM1 121504 16556). He along with his Co-worker noticed that the Hinge Pin of th","1. Standard Operating Procedure was available. 2. Wagon Coupler jaw’s Hinge Pin was missing. 3. Emergency Stop Push Button for stopping SAC operations was available at the point assessible to workers. However, it was not used 4. Side Arm Charger Operator (Mr. Biswajit Baral ) pushed the side arm charger towards wagon, while using the mobile phone and without looking down at the workplace .",Not Found
Red Stripe-TSJ CRM 09.08.18.pdf,FY-19,Red Stripe,02 /FY-19,09.08.2018,02.50 PM,"Works, Jamshedpur",Cold Rolling Mill,Batch Annealing Furnace (BAF),"Fatal Incident of Mr. Kripanand Sharma, Age 45 Years, contractor employee of",Crush injury - Head & Right leg,Contractor,Not Found,Not Found,Not Found,Not Found,Not Found,"On 9th Aug’18 Mr. Kripanand Sharma (Injured Person) of M/s S N Kumar was in General shift (8 AM to 5 PM) duty. He was deputed in Batch Annealing Furnace area for convector and BAF base cleaning. His co-worker informed that at about 02.50 PM, while getting down from Crane# 3A, his leg got entangled between moving crane ladder and crane gantry railing leading to injuries.", The Injured Person (IP) was coming down from the moving crane to the gantry pathway.  IP was holding the handrail while coming down.  The crane operator was not aware about the IP coming down from the crane.  It seems that IP’s head got hit by crane approach staircase  IP was accompanied by another co-worker at the time of incidence and he raised the alarm to stop the crane.,Not Found
"Orange Stripe#117-FY24-SMS2, TSM-English.pdf",FY-24,Orange Stripe,117/FY-24,27-03-2024 Time: 02:55 PM,02:55 PM,Meramandali,"Steel Melting Shop-2, TSM","Caster-1, Operation",LTI of a company employee,Burn injury on face,Company,Not Found,Not Found,"Blue Risk (C3, L3)",354 days,Yes,": On March 27, 2024, caster-1 unplanned sequence break occurred due to stopper head off in tundish. Due to unplanned sequence break at high casting speed of 1.85 m/min, mould level went down, and slag could not be removed. So, to chill the top surface, small amount of water and nail chiller (nail ch",1. SOP was available but found inadequate. 2. IP is having more than 8 years of experience in caster area. 3. IP put metal rod inside the mould and peep to check the movement of slab. While it is clearly mentioned in SOP to maintain safe distance from mould during cap-off.,"1. SOP (Standard Operating Procedure) should be revised, including job responsibility of all concerned for planned cap off & unplanned cap off. 2. Training on the revised SOP should be provided."
"Orange Stripe#116-FY24-HMC, TSJ-English.pdf",FY-24,Orange Stripe,116/FY-24,27-03-2024 Time: 11:35 PM,11:35 PM,Jamshedpur,Logistics Operation – HMC (Hooghly Met Coke),Not Found,LTI of a contractor employee,Hairline fracture in right foot 5th Metatarsal bone,Contractor,M/s Biswa Bharati Construction,4 Star,"Yellow Risk (C3, L4)",Not Found,Yes,"On March 27, 2024, IP (Injured Person) was deputed in the logistics area as a ground crew. He was going to the rail track changeover point to facilitate locomotive movement on desired track. While going, his right leg got twisted on the track. Immediately, he was sent to OHC (Occupational Health Centre) for",1. IP was using shortcut instead of safe access (located just beside the area). This was an unsafe act and violation. 2. Illumination of the area was found adequate. 3. Standard operating procedure for the job was available and found adequate. 4. There was safe access to the job location.,1. Behavior based training should be provided to vendor partners. 2. People to be sensitized on not using shortcut with appropriate communication at strategic locations for optimal impact.
Orange Stripe#109-113-FY24-English.pdf,FY-24,Orange Stripe,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
"Orange Stripe#114-Engg Services, TSJ-English.pdf",FY-24,Orange Stripe,114/FY-24,04-03-2024 Time: 07:50 PM,07:50 PM,Jamshedpur,"Engineering Services, TSJ",Not Found,LTI of a contractor employee,Fracture in left leg,Contractor,M/S Reliance Fabrications (sub vendor of TSUISL),4 Star,"Blue Risk (C3, L3)",Not Found,No,": On March 04, 2024, IP (Injured Person) was transporting marble (granite) at CMG godown on the vehicle via the A-F blast furnace route. When he reached near Lal building approach road, the driver heard some abnormal sound from the backside dump body (dala). Apprehending the loosening of rope tied o",1. IP was a driver; he was not the competent person to tying/lashing the material. 2. Material handling was not the part of his job.,"1. Ensure that materials should be adequately secured/fastened before transporting. 2. Training on material loading/unloading, and transportation should be provided to all vendor employees engaged in the transportation job."
Red Stripe- Joda_27-01-2024- English_240129_221943.pdf,FY-24,Red Stripe,04/ FY-24,27.01.2024 Time: 09:40 AM,09:40 AM,Limited,"Dry & Logistics, Joda","Logistics, Joda",Fatal incident of employee of M/s R.C. Engineering Enterprises,Cervical Spine Injury,Company,Not Found,Not Found,Not Found,Not Found,Not Found,Iron ore products (lumps and fines) of processing plants are conveyed through a belt conveyor to loading system for onward dispatch through railways. The conveyor belt moves on a set of rotating parts called idlers (shown in the,1. Standard Operating Procedure (SOP) for the job was available. 2. Positive isolation of the belt was not done before starting the job. 3. The job was being done under the supervision of Tata Steel employees. 4. Mr. Tamsoy was working under M/s RC Engg. at Dry Plant since May 2022.,Not Found
Orange Stripe Eng #91-96-images-compressed.pdf,FY-24,Orange Stripe,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
Red Stripe TSM_BFPP2 incident_13.06.2023.pdf,FY-24,Red Stripe,01/FY24,13.06.2023 Time: 01:00 PM,01:00 PM,Meramandali – Meramandali,"Blast Furnace Power Plant#2, Meramandali",Not Found,Fatal incident of an employee of Tata Steel Technical Services,Burn injuries (75%),Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,": Gas Fired Boiler was under annual shut down since 29 May 2023. Boiler was lit-up on 12 June 2023 and it was to be connected to the Common Steam Distribution Header (CSDH), which carries steam of ~105 kg/cm2 at approx. 540°C. For this purpose, Motorized Steam Isolation Valve had to be opened for co",Not Found,Not Found
Red Stripe Logistics TSM - 07.12.23_ (English).pdf,FY-24,Red Stripe,02/FY24,07.12.2023 Time: 10:20 PM,10:20 PM,", Logistics Operations – Meramandali",Logistics Operation- Tata Steel Meramandali (TSM),Inbound Logistics,Fatal incident of truck driver of M/s Exim Logistics Pvt Ltd.,Internal injury in the back and abdomen.,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,": Truck-1 (Reg no: OD35-D9349), driven by Mr. Banambar Pradhan (Deceased Person), went to the truck tippler area for material unloading. After getting his truck unloaded, he moved it towards the dump body cleaning bay. He parked his truck on the left side of the road before the designated dump body","1. Mr. Pradhan came out for checking remnant material in the Truck-1 and thereafter closing the dump body, if it was clean. This activity was done on the road instead of the designated bay for dump body cleaning and closing. At that time, 3 nos. of vehicles had already been placed at the dump body cleaning bay, which is its capacity. 2. Before Mr. Umakant Jena, driver of Truck-2, could put the wheel chock, the vehicle started rolling down and hit Mr. Pradhan. 3. The place at which Truck-2 was pa",Not Found
Red Stripe TSK Operations - 27.12.23- English.pdf,FY-24,Red Stripe,03/FY-24,27.12.2023 Time: 06:25 PM,06:25 PM,", Kalinganagar",Central Mechanical Maintenance,Steel Melting Shop,Fatal incident of employee of M/s Himalaya Steel Mill,Head and Leg Injuries,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,": Mr. Sapan Kumar Das was engaged in tyre changing activity of Kress-1 (slag pot carrier), under the supervision of Central Mechanical Maintenance. The right side tyre of the Kress carrier was changed on the same day and the left side tyre replacement job was under progress. Rear flange, which is pa","1. Standard Operating Procedure (SOP) for the job was available. 2. The incident happened while Mr. Das was checking the tyre valve pin before fixing the tyre. 3. Original Equipment Manufacturer (OEM) person was downloading the data from the slag pot carrier operator cabin onto his laptop for health monitoring during the time of the incident. 4. Mr. Das has been working in mobile equipment maintenance activities for the last 3 years. 5. Mr. Das was wearing all PPEs, required for the job.",Not Found
Orange Stripe Eng #66-75-images-compressed.pdf,FY-24,Orange Stripe,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
Orange Stripe#55-FY24-LD1-English.pdf,FY-24,Orange Stripe,55/FY-24,23-08-2023 Time: 10:02 PM,10:02 PM,Jamshedpur,LD-1,Material Handling Section,LTI of a company employee,Minor radial fracture in right elbow,Company,Not Found,Not Found,"Yellow Risk (C3, L4)",147 days,No,": On August 23, 2023, IP (Injured Person) was concluding his B shift duty, when he fell from his bike while making a right turn from LD1 parking after punching out. The IP did not seek immediate first aid as he did not experience significant pain at that moment. However, the next morning, the IP exp",1. The area already had proper lighting in place. 2. Blind curve mirror was provided at the incident spot.,1. Communication should be given to all MHS (Material Handling Section) operators about this incident to sensitize them on defensive driving.
"Orange Stripe#54-FY24-DU JODA, E&P RM-English.pdf",FY-24,Orange Stripe,54/FY-24,19-09-2023 Time: 09:00 PM,09:00 PM,Raw Materials Division,"Raw Material Project, Joda",Not Found,LTI of a contractor employee,Fracture in left arm,Contractor,M/s Kadtech Infraproject Pvt. Ltd.,NA,"Red Risk (C4, L5)",Not Found,No,": On September 19, 2023, IP (Injured Person), along with four colleagues, was involved in a slope protection job near the MPDS (Main Power Distribution System) area. After completing their work, they took a break on the ground floor. Later, the IP ascended to the first floor and accidentally fell th",1. Work permit and SOP (Standard Operating Procedure) were available at site. 2. IP was not supposed to be at MPDS first floor. 3. Bus duct opening was found to be inadequately covered as per standard.,"1. All construction areas should be audited for such openings/ fall hazards. 2. A Safety Alert, outlining Do’s and Don’ts has been shared with all for enhanced safety awareness. Adherence to the same must be ensured."
Orange stripe#53-FY24-HSM-TSJ-English.pdf,FY-24,Orange Stripe,53/FY-24,28-08-23 Time: 10:05 PM,10:05 PM,Jamshedpur,Hot Strip Mill,Mill Providing Heating,LTI of a company employee,Fracture in left hand,Company,Not Found,Not Found,"Yellow Risk (C3, L4)",145 Days,No,": On August 28, 2023, IP (Injured person) was in B-shift. After completing his duty, he was coming for taking out punch on his two-wheeler. Near HSM Admin building, he tried to turn right and move back through the narrow passage beside HSM portico wall, instead on moving straight around the HSM foun",Not Found,1. Narrow passage should be barricaded with permanent barricading to prevent from any inadvertent entry. 2. No parking signages should be put near punching machines to prevent parking of vehicles out there. 3. Communication should be given to employees to avoid parking of vehicles around punching machine area.
Orange Stripe#52-FY24-Corporate Services-English.pdf,FY-24,Orange Stripe,52/FY-24,18-08-2023 Time: 08:30 AM,08:30 AM,"Ladies’ washroom, 15th Floor, Tata Centre","Corporate Administration, Kolkata",Not Found,LTI of a contractor employee,Cut injury on the head,Contractor,M/s. Colliers International,NA (Low Risk Vendor),"Blue Risk (C2, L4)",Not Found,No,": On August 18, 2023, IP (Injured Person) was deployed to clean the ladies’ washroom at 15th floor of Tata Centre. At around 8:30 am, she opened the door to enter the washroom and the door hit the adjacent wall. The impact caused tiles from the upper part of the wall to fall over the door and then h","1. The event occurred due to the clothes pegs on the door hitting the wall tiles repeatedly, which made the tiles loose. 2. There was no buffer on the wall side to prevent door hitting the wall.",1. A checklist should be developed to inspect and replace the loose wall tiles at a fixed frequency. 2. Buffer should be installed for all doors which has the potential to hit the adjacent wall. 3. Design standard should be developed for all renovation/ construction job of office buildings. 4. Training of cleaning staff should be done for observing and reporting the potential hazards.
Orange Stripe#51-FY24-Wire Division-English.pdf,FY-24,Orange Stripe,51/FY-24,18-08-2023 Time: 05:40 AM,05:40 AM,Near Machine No-104 on the Pay-off side,Pithampur Wire Plant (GWI),Not Found,LTI of a contractor employee,Fracture in Right Leg,Contractor,M/s Inox Works & Consultant Pvt. Ltd.,4-Star,"Yellow Risk (C3, L4)",Not Found,Yes,"On August 18, 2023, IP (Injured Person) was walking towards machine no-104 on the pay-off side. Simultaneously, the forklift operator was shifting the coils near the same machine using a forklift in reverse direction. During this activity, it accidentally collided with IP’s right leg, causing an injury. IP was immediately taken to the nearby ESI (Employee’s State Insurance) Hospital for",1. IP was wearing all the PPEs (Personal Protective Equipment). 2. Illumination level at the incident site was good. 3. Forklift operator had a valid driving license and was having an experience of five years. 4. IP deviated from the green pathway and had entered Forklift operation zone.,"1. All CSMS (Contractor Safety Management System) related guidelines should be adhered to. 2. Segregation/ elimination of forklift and people movement should be done inside the shopfloor. 3. Behavior based training to be imparted to all employees. 4. Checklist should be modified for the reverse horn audibility, based on the surrounding area noise level weekly. 5. Additional safety visuals related to hazards of forklift movement should be provided at the shopfloor."
"Orange Stripe#49-FY24-Corporate Serv, West Bokaro-English.pdf",FY-24,Orange Stripe,49/FY-24,01-08-2023 Time: 11:15 PM,11:15 PM,West Bokaro,"Tata Centre Hospital, West Bokaro",Medical Services,LTI of a company employee,Fracture in Right leg,Company,Not Found,Not Found,"Yellow Risk (C3, L4)",17 days,No,": On August 01, 2023, IP (Injured Person) was in night shift. While coming to her work after Punch- In, she slipped on a ramp in the hospital corridor. The corridor floor was wet due to water seepage from the ceiling. IP was taken to first aid and thereafter, she was admitted to hospital for observa",1. Ramp floor was wet due to water seepage from the ceiling. 2. It was a rainy day and water seepage issues were there all around. 3. IP was wearing a high heal sandal which led her into an unbalanced condition.,"1. The non-slip tiles should be replaced with rough tiles. 2. Handrail should be provided at the corridor. 3. Regular cleaning of wet area should be done. 4. Survey of hospital should be done to identify damaged roof, water seepage points and, should rectify the same."
Orange Stripe#48-FY24-OMQ RM-English.pdf,FY-24,Orange Stripe,48/FY-24,21-08-2023 Time: 07:15 AM,07:15 AM,"North Quarry, Joda East Iron Mine","Mining Operation, OMQ Joda",Drilling and Blasting,LTI of a company employee,Hairline fracture to distal phalanx of right hand little finger,Company,Not Found,Not Found,"Yellow Risk (C3, L4)",561 days,No,": On August 21, 2023, IP (Injured person) was operating drill machine ROC L8-02 at the F2 bench in Sector-2, North quarry. While closing the drill machine cabin door, his right-hand little finger got pressed between door & frame of machine cabin. He was sent to Tata Steel Hospital, Joda, for first a",1. The IP had opened the door for discussing with helper before shifting the machine to the next hole. 2. IP’s right-hand little finger got pressed while he closed the cabin door himself.,"1. Grab-handle inside the cabin should be provided. 2. Feasibility of installing blind spot mirror should be explored, to minimize blind zone for operator. The engineering controls should also be explored in consultation with OEMs. 3. Sensitization and awareness sessions should be delivered to all operators on pinch point hazards, such as closing door of drill machines and other Heavy Earth Moving Machinery (HEMM)."
Orange Stripe#50-FY24-Elect T&D- TSJ-English.pdf,FY-24,Orange Stripe,50/FY-24,17-08-2023 Time: 4:40 PM,4:40 PM,Jamshedpur,Electrical T&D,Power House-3 IEM (Integrated Electrical Maintenance),LTI of a company employee,Lacerated wound over left ankle,Company,Not Found,Not Found,"Yellow Risk (C2, L3)",6235 days,No,": On July 17, 2023, IP (Injured Person) was engaged in the supervision of terminal box cover fixing of MTG (Micro Turbine Generator). While supervising, he went to the wrong side of MTG platform, where the platform extension was just enough for someone to stand. The height of MTG platform from the m",1. IP was wearing all the mandatory PPEs (Personal Protective Equipment). 2. Illumination of the area was found adequate. 3. The platform extension was not enough (170mm) for someone to stand.,"1. In such unsafe condition, unauthorized entry should be restricted, unless the basic condition is restored, and safe platform is provided. 2. Provide the ‘hazard sign’ displays related to STF (Slip/Trip/Fall) at these types of platforms. 3. Behaviour based training should be given to all, to bring a change in individual’s behaviour."
Orange Stripe#47-FY24-WCRM Khopoli-English.pdf,FY-24,Orange Stripe,47/FY-24,19-08-2023 Time: 03:50 PM,03:50 PM,Meramandali,WCRM Mechanical Maintenance,Not Found,LTI of a contractor employee,Laceration injury on left leg calf,Contractor,Tata Projects Ltd.,3 Star,"Red Risk (C4, L4)",Not Found,No,": On August 19, 2023, IP (Injured Person) was engaged in surface preparation through grinding in the designated area. The IP extended his leg beyond the barricade in an attempt to reach something. At the same time, the crane was passing through the work area. Regrettably, the IP couldn’t retract his",Not Found,"1. Structural inspection jobs on cranes and gantry should be done only after positive isolation. 2. Proximity Sensors should be installed on crane to detect the human/ object presence at gantry. 3. Manpower deployed for work at height jobs should be competent, skilled, and experienced. 4. Standard operating procedure and risk assessment should be prepared for all the jobs before starting the execution."
Orange Stripe#46-FY24-Utilities E&P TSK-English.pdf,FY-24,Orange Stripe,46/FY-24,18-08-23 Time: 9:30 AM,9:30 AM,Kalinganagar,"Utilities and Water System, Engineering & Projects",Not Found,LTI of a contractor employee,Swelling in right thumb,Contractor,M/s Gillanders Arbuthnot & Co Ltd,3 Star,"Blue Risk (C2, L3)",Not Found,Yes,"On August 18, 2023, IP (Injured Person), who was working as a helper, tried to adjust the stand manually on which the boom was lowered and kept for the extension of the crane boom (85T). While holding the top of the stand, his right thumb got caught between the boom and the stand, resulting in swelling of the thumb. He was sent to the first aid centre for",1. IP was wearing all the required PPEs (Personal Protective Equipment). 2. Work permit and SOP (Standard Operating Procedure) were available at site. 3. Illumination was adequate at site. 4. Helper tried to adjust the stand by holding its tip instead of the leg.,1. Manual adjustment of the stand and boom during assembly should be avoided. 2. Job specific training should be provided.
Orange Stripe#45-FY24-CRM-TSM-English.pdf,FY-24,Orange Stripe,45/FY-24,13-08-2023 Time: 00:05 Hrs,00:05 Hrs,Meramandali,Cold Rolling Mill,Operation,LTI of a company employee,Cut on right cheek,Company,Not Found,Not Found,"Yellow Risk (C3, L4)",277,No,": On August 13, 2023, IP (Injured Person) was engaged in grinding operation of material pick up work roll. As he started the cleaning process, a metal piece (30x20 mm) flew away from the roll and hit the IP’s right cheek resulting in cut injury on his cheek. Immediately, he was sent to plant OHC (Oc",1. IP was wearing all the required PPEs (Personal Protective Equipment). 2. Illumination of the area was found adequate. 3. Hazards were not identified in SOP (Standard Operating Procedure).,"1. Inspection guard should be provided. 2. Face shield and arm sleeves for this activity should made compulsory as PPE. 3. SOP and HIRA (Hazard Identification and Risk Assessment), for this job, should be reviewed."
Orange Stripe#44-FY24-Battery 10-11 TSJ-English.pdf,FY-24,Orange Stripe,44/FY-24,07-08-2023 Time: 6:30 AM,6:30 AM,Jamshedpur,"Coke Plant, Jamshedpur",Battery-10 & 11,LTI of a company Employee,Sprain on right foot,Company,Not Found,Not Found,"Blue Risk (C3, L3)",12 days,No,": On August 7, 2023, IP (Injured Person) was descending the stairs of the LTSS-5B (Low Tension Sub-Station) control room. At the final step of the staircase, the IP’s right foot twisted, causing significant pain. The IP was sent to West Plant First Aid centre for first aid. After evaluation, he was",Not Found,1. Feasibility of improving staircase steps height should be explored. 2. Reflective tape and warning signages to be put on staircase.
"Orange Stripe#43-FY24-Bhelatand, Jharia-English.pdf",FY-24,Orange Stripe,43/FY-24,23-07-2023 Time: 8:15 AM,8:15 AM,1.5W level/ 27 dip,"Bhelatand Colliery, Jharia",Not Found,LTI of a company employee,Cut injury on upper lip and in left hand,Company,Not Found,Not Found,"Yellow Risk (C3, L4)",288 days,No,": On 23 July 2023, IP (Injured Person) was engaged as LHD (Load Haul Dumper) crew during C-shift. At the end of the shift, breakdown of the LHD prevented the complete evacuation of coal. In response, the overman instructed the IP to assist in the levelling of coal heap to facilitate subsequent opera","1. Both the roof and side were properly supported at the site, with no lack of support observed on the face. 2. The IP was using all required PPEs (Personal Protective Equipment) at the time of the incident. 3. Personal cap lamp was used for the illumination at the face. 4. Remaining blasted coal was in the heap form. 5. Face (actual coal extraction area) was well ventilated.",1. A manual scrapper (creche) should be used to handle the left-over blasted coal and levelling of floor if required. 2. Workmen should take sufficient rest before starting of next round of blasting.
"Orange Stripe#42-FY24-BF2, E&P TSK-English.pdf",FY-24,Orange Stripe,42/FY-24,11-07-2023 Time: 10:55 AM,10:55 AM,Kalinganagar,"BF2 Mechanical, E&P TSK",Not Found,LTI of a contractor employee,Snake bite on near right hand thumb,Contractor,M/s Lead Tek Industries,3 Star,"Blue Risk (C3, L3)",Not Found,No,": On 11 July 2023, IP (Injured Person) was engaged in blasting and painting of ducts at the duct painting yard on south side yard of BF2 Project. He was working as a helper and was asked to feed copper slag into the blasting hopper for duct surface cleaning. Copper slag was spread over tarpaulin on",1. Snake was hidden beneath the tarpaulin. 2. A toolbox talk was conducted with the workmen before the work started.,1. Snake repellant to be sprayed on weekly basis.
Orange Stripe#41-FY24-Utilities-TSK-English-1.pdf,FY-24,Orange Stripe,41/FY-24,23-07-2023 Time: 09:30 AM,09:30 AM,Kalinganagar,Utilities & Power System,Not Found,LTI of a contractor employee,Lacerated wound on left upper palpebral,Contractor,M/s. Linde,NA,"Yellow Risk (C3, L4)",Not Found,NO,": On 23 July 2023, IP (Injured Person) was engaged in purging activity of cryogenic tanker which had to be filled with liquid nitrogen. While carrying out the purging activity with PVC (Polyvinyl Chloride) hose (DN 20), it got detached from the tanker nozzle and hit the IP, above the left upper palp",1. Standard operating procedure was available at site. 2. IP was wearing PPEs (Personal Protective Equipment) along with face shield. 3. There was found lack in job supervision.,1. Stainless steel pipe with threaded type permanent connection arrangement should be provided instead of current PVC hose pipe. 2. LPG (Liquid Petroleum Gas) type regulator should be provided in place of jubilee clamp arrangement. 3. Whip latch/ arrestor should be provided to avoid whipping movement of pipes. 4. SOP is to be revised addressing the site hazards during such purging activities.
Orange Stripe#40-FY24-E&P-TSK-English.pdf,FY-24,Orange Stripe,40/FY-24,27-07-2023 Time: 11:25 AM,11:25 AM,Kalinganagar,Engg & Projects,Not Found,LTI of a contract employee,Fracture in right leg,Contractor,M/s M.K Construction,3 Star,"Blue Risk (C3, L3)",Not Found,No,": On July 27, 2023, IP (Injured Person) along with his co-workers were engaged in a steel reinforcement shifting job at a cut-bend yard near M.K. Batching Plant. During the shifting of steel reinforcement, as the rainfall started, all workers began to rush towards the rest shelter by crossing over a",1. IP was wearing all required Personal Protective Equipment. 2. The safe working procedure of the job was available. 3. The illumination was adequate at the site.,1. Ensure material stacking should be at proper place. 2. Follow proper access protocols during material shifting job.
Orange Stripe#38-FY24-E&P-RM-English.pdf,FY-24,Orange Stripe,38/FY-24,28-07-2023 Time: 10:00 AM,10:00 AM,"IOPP-PWCW Pump House, Noamundi","RMP Noamundi, Engg & Project",Not Found,LTI of a contractor employee,Injury in left thigh with superficial muscle fibres,Contractor,M/s Tata project Limited,3 Star,"Yellow Risk (C4, L3)",Not Found,Yes,": On July 28, 2023, IP (Injured Person) who was working as a bar bender, was engaged in cutting projected bars of a beam. While performing the job, the cutting wheel got stuck between the reinforcement, and in the process of removing the cutting wheel, he sustained a cut injury to his left thigh. IP",1. IP was wearing all the required PPEs (Personal Protective Equipment). 2. Safe Working Procedure of job was available. 3. The illumination was adequate at site.,1. The use of heavier AG7 cutting and grinding machine for reinforcement cutting should be stopped immediately. 2. The lock switch of all portable hand tools should be made dummy or bypassed. This will ensure that the machine operates only when it is pressed.
"Orange Stripe#37-FY24- CRM, TSK-English.pdf",FY-24,Orange Stripe,37/FY-24,03-07-2023 Time: 11:45 AM,11:45 AM,Kalinganagar,Quality Assurance,CRM (Cold Rolling Mill),LTI of a company employee,Injury in right leg ankle,Company,Not Found,Not Found,"Yellow Risk (C3, L5)",770 Days,NO,": On July 3, 2023, IP (Injured Person) was returning to the pulpit after conducting an inspection of the Tension Leveler rolls. While stepping down from a step near bridge roll-2, IP’s right leg ankle got twisted. She stepped into a crater on the cemented floor, tripped and fell. IP felt pain in her",1. IP was wearing all the mandatory PPEs (Personal Protective Equipment). 2. Area was properly illuminated.,"1. The work area should be regularly inspected for potential slip, trip and fall hazards such as craters or uneven surfaces. 2. Use clear markings and signs to indicate potential hazards on the floor."
Orange Stripe#34-FY24-RS BAY-TSK-English.pdf,FY-24,Orange Stripe,34/FY-24,07-07-2023 Time: 06:30 AM,06:30 AM,Kalinganagar,Cold Rolling Mill (CRM),Not Found,LTI of a contractor employee,Laceration in left hand middle and ring finger,Contractor,Mr. Shishir Chandra Panigrahi,3 star,"Yellow Risk (C3, L4)",Not Found,No,": On July 7, 2023, the IP (Injured Person) was assigned a job as crane operator in the RS Bay Crane Gantry. While boarding the EOT (Electric Overhead Travelling) crane, his left-hand finger got trapped between the door and frame of the crane cabin, leading to laceration in left hand middle and ring",1. RFID (Radio Frequency Identification) access control gate was working but operator was not having RFID Access card. 2. Work permit was taken before the job. 3. Crane operator was not aware about the process of using access control gate.,1. Extended handrails for holding while boarding/ deboarding the crane gantry need to be fixed. 2. RFID Access Control must not be bypassed without proper energy isolation. 3. The extent of Access Control utilization should be investigated to ensure proper usage.
Orange Stripe#36-FY24-Battery 8-9-TSJ-English.pdf,FY-24,Orange Stripe,36/FY-24,25-07-2023 Time: 11:50 PM,11:50 PM,Jamshedpur,Coke Plant,Battery- 8&9,LTI of a company employee,Fracture in right foot,Company,Not Found,Not Found,"Yellow Risk (C3, L4)",273 days,No,": On July 25, 2023, the IP (Injured Parson) was getting down from SCP-2 (Stamping Charging and Pushing) Machine’s step to bench level near Oven-869. He stepped on a coke piece laying under the spilled coal on bench level and lost his balance. Due to this, the IP fell, and his right foot got twisted.",Not Found,1. A scheduled SAP based cleaning plan should be established for designated areas. 2. Illumination of the area should be improved.
Orange Stripe#35-FY24-TSK-English.pdf,FY-24,Orange Stripe,35/FY-24,13-07-2023 Time: 4:00 PM,4:00 PM,Kalinganagar,"RMHS Mechanical, TSK",Not Found,LTI of a contractor employee,Hair line fracture in right hand ring finger,Contractor,Vaaman Engineers (I) LTD,3 Star,"Blue Risk (C3, L3)",Not Found,No,": On July 13, 2023, the IP (Injured Person) was engaged in a guard repair job at the tail end of CC-9 conveyor belt. The IP saw a damaged idler kept near the tools and tackle storage area. He held the scrap idler using both hands and while going to place it at a place 20 meters away from the job loc","1. Work permit was taken, and SOP (Standard Operating Procedure) was available at site. 2. IP was wearing adequate PPEs (Personal Protective Equipment). 3. Area was properly illuminated.",1. Caution should be exercised while walking through uneven surfaces. 2. Safety standard for Material Storage and Handling Safety Standard (SS/GEN 52) should be followed and precautions should be displayed at such hazardous sites. 3. Implement a regular housekeeping routine to keep work areas clean and free from obstacles that could cause tripping hazards.
Orange Stripe#33-FY24-E&P TSK-English.pdf,FY-24,Orange Stripe,33/FY-24,20-07-2023 Time: 2:55 PM,2:55 PM,Kalinganagar,"SMS-2, Civil, Engineering & Project",Not Found,LTI of a contractor employee,Injury on nose and upper lips,Contractor,M/s GDCL (G034),3 Star,"Blue Risk (C3, L3)",Not Found,No,": On July 20, 2023, IP (Injured person) was engaged in a job at the west side of the pump house area at zero-meter level. Heavy construction materials were stored at the second floor for the handrail fixing job. While IP was performing his task, a shuttering ply board (1 X 1/2 feet) fell from a heig","1. Work permit of the job was available, illumination was found adequate at site. 2. Multilevel activity was being carried out at the incidence location. 3. Area was not barricaded during working at height. 4. IP was wearing helmet, hence any head injury was averted.",1. Multilevel activity should be avoided at same place. 2. Ensure that the working area is properly barricaded when working at height. 3. Storage of heavy materials at height must be avoided.
